Customer ID,Age,Gender_index,Item_index,Category_index,Purchase Amount (USD),Location_index,Size,Color,Season_index,Review Rating,Subscription Status,Shipping_index,Discount Applied,Promo Code Used,Previous Purchases,Payment_index
978,20,1,23,4,20,48,M,Black,2,4.6,Yes,1,Yes,Yes,34,2
979,56,1,25,4,40,25,M,Turquoise,3,2.5,Yes,4,Yes,Yes,33,3
980,64,1,20,4,33,14,S,Brown,4,3.5,Yes,6,Yes,Yes,34,6
981,56,1,24,2,98,34,S,Magenta,2,4,Yes,2,Yes,Yes,39,4
982,27,1,23,4,42,34,M,Silver,2,3.5,Yes,3,Yes,Yes,47,3
983,35,1,8,3,62,22,S,Red,3,3.2,Yes,4,Yes,Yes,37,4
984,24,1,20,4,45,36,L,Indigo,1,3.5,Yes,2,Yes,Yes,40,1
985,26,1,10,2,78,41,M,Green,3,3.4,Yes,2,Yes,Yes,8,3
986,32,1,9,4,80,9,M,Gray,4,5,Yes,1,Yes,Yes,12,5
987,54,1,19,4,96,40,S,Peach,2,4.5,Yes,6,Yes,Yes,36,5
988,62,1,9,4,47,9,M,Charcoal,3,2.8,Yes,1,Yes,Yes,48,4
989,50,1,14,1,84,32,M,Orange,1,4.9,Yes,5,Yes,Yes,47,4
990,70,1,10,2,31,22,M,Beige,2,3.1,Yes,6,Yes,Yes,2,5
991,48,1,13,4,63,48,S,Yellow,2,4.8,Yes,6,Yes,Yes,24,2
992,20,1,7,1,97,49,XL,White,2,2.7,Yes,4,Yes,Yes,40,5
993,46,1,15,3,99,8,M,Gray,1,4.6,Yes,1,Yes,Yes,50,6
994,51,1,4,2,90,45,M,Peach,1,4.4,Yes,6,Yes,Yes,25,2
995,53,1,10,2,68,15,L,Violet,4,3.2,Yes,1,Yes,Yes,20,6
996,44,1,17,4,80,38,M,Magenta,2,3,Yes,5,Yes,Yes,10,1
997,29,1,4,2,91,13,L,Maroon,3,4.9,Yes,4,Yes,Yes,32,5
998,64,1,14,1,30,1,M,Cyan,2,3.6,Yes,1,Yes,Yes,31,2
999,51,1,10,2,90,40,M,White,2,3.8,Yes,3,Yes,Yes,48,5
1000,50,1,21,1,28,36,L,Brown,2,2.9,Yes,4,Yes,Yes,23,6
1001,43,1,21,1,46,43,M,Red,1,3.9,Yes,1,Yes,Yes,1,5
1002,61,1,11,1,60,48,M,Orange,4,3.6,Yes,4,Yes,Yes,4,6
1003,55,1,10,2,59,26,M,White,2,3.5,Yes,6,Yes,Yes,3,5
1004,56,1,20,4,68,32,M,Green,4,4,Yes,6,Yes,Yes,3,2
1005,33,1,22,4,79,31,M,Black,3,4.8,Yes,5,Yes,Yes,44,2
1006,43,1,22,4,94,15,M,Gold,1,3.9,Yes,6,Yes,Yes,5,6
1007,21,1,14,1,83,50,S,Lavender,3,4.5,Yes,3,Yes,Yes,50,1
1008,58,1,25,4,62,43,XL,Turquoise,2,4.8,Yes,4,Yes,Yes,2,3
1009,41,1,19,4,85,36,M,Pink,2,2.6,Yes,6,Yes,Yes,29,4
1010,39,1,16,1,30,8,M,Silver,3,3.1,Yes,1,Yes,Yes,11,1
1011,54,1,3,1,24,46,XL,Gray,2,4.7,Yes,5,Yes,Yes,37,3
1012,43,1,22,4,25,7,L,Indigo,2,2.9,Yes,3,Yes,Yes,32,6
1013,28,1,4,2,37,36,L,Teal,3,3.8,Yes,1,Yes,Yes,27,3
1014,59,1,23,4,69,37,XL,Green,3,3.8,Yes,5,Yes,Yes,31,1
1015,28,1,10,2,97,32,M,Violet,3,3,Yes,4,Yes,Yes,36,6
1016,68,1,25,4,24,18,M,Cyan,3,4.1,Yes,4,Yes,Yes,34,2
1017,20,1,23,4,30,38,XL,Blue,3,3.4,Yes,1,Yes,Yes,15,5
1018,21,1,15,3,53,20,L,Orange,4,2.5,Yes,1,Yes,Yes,14,3
1019,50,1,11,1,70,43,XL,Charcoal,2,4.9,Yes,3,Yes,Yes,46,2
1020,32,1,6,1,76,1,S,Beige,1,2.8,Yes,4,Yes,Yes,33,1
1021,24,1,19,4,95,13,M,Black,4,4.5,Yes,1,Yes,Yes,41,6
1022,55,1,8,3,51,3,S,Lavender,1,4.9,Yes,5,Yes,Yes,39,4
1023,61,1,9,4,41,44,M,Lavender,1,4.9,Yes,6,Yes,Yes,7,2
1024,61,1,13,4,71,2,S,Turquoise,1,3.5,Yes,2,Yes,Yes,29,5
1025,28,1,18,1,66,39,M,Purple,3,3.5,Yes,2,Yes,Yes,18,1
1026,60,1,6,1,84,44,M,Olive,1,4.9,Yes,2,Yes,Yes,15,3
1027,49,1,9,4,95,42,L,Turquoise,1,3,Yes,1,Yes,Yes,39,4
1028,33,1,17,4,90,32,L,Teal,3,2.8,Yes,3,Yes,Yes,11,2
1029,45,1,16,1,36,44,S,Lavender,3,3.7,Yes,4,Yes,Yes,4,2
1030,29,1,25,4,22,32,M,Purple,2,3.6,Yes,5,Yes,Yes,33,1
1031,58,1,8,3,89,1,L,Blue,1,3.3,Yes,3,Yes,Yes,37,6
1032,22,1,4,2,50,31,M,Teal,2,3.4,Yes,2,Yes,Yes,32,2
1033,55,1,24,2,36,2,M,Lavender,4,4,Yes,2,Yes,Yes,44,3
1034,19,1,14,1,52,7,S,Silver,2,4.6,Yes,2,Yes,Yes,41,5
1035,68,1,21,1,29,34,M,Olive,4,4.2,Yes,3,Yes,Yes,44,5
1036,61,1,1,1,89,43,M,Brown,4,2.8,Yes,1,Yes,Yes,32,1
1037,68,1,9,4,47,12,M,Yellow,4,3.7,Yes,5,Yes,Yes,13,5
1038,52,1,17,4,25,4,XL,Brown,2,3.4,Yes,4,Yes,Yes,48,6
1039,41,1,14,1,74,44,XL,Cyan,4,3,Yes,1,Yes,Yes,3,5
1040,29,1,23,4,46,50,M,Magenta,4,4.8,Yes,4,Yes,Yes,39,1
1041,68,1,3,1,22,18,S,Magenta,4,4,Yes,3,Yes,Yes,7,2
1042,36,1,6,1,25,47,M,Orange,3,4.9,Yes,3,Yes,Yes,11,2
1043,55,1,23,4,80,34,M,Maroon,2,4.9,Yes,3,Yes,Yes,47,3
1044,28,1,3,1,76,12,M,Green,2,3.3,Yes,5,Yes,Yes,28,6
1045,39,1,3,1,30,5,L,Teal,3,4.4,Yes,3,Yes,Yes,17,5
1046,54,1,2,1,79,36,L,Black,4,3.5,Yes,5,Yes,Yes,11,4
1047,40,1,5,2,22,27,M,Magenta,1,4.2,Yes,4,Yes,Yes,12,1
1048,31,1,21,1,36,41,S,Olive,4,4.2,Yes,4,Yes,Yes,7,3
1049,30,1,21,1,77,2,L,Yellow,4,2.7,Yes,4,Yes,Yes,19,1
1050,45,1,13,4,33,42,S,Purple,4,2.8,Yes,6,Yes,Yes,24,2
1051,48,1,5,2,64,21,M,Beige,1,3.8,Yes,3,Yes,Yes,19,1
1052,45,1,21,1,53,32,M,Indigo,4,2.6,Yes,2,Yes,Yes,39,4
1053,60,1,10,2,36,42,XL,Pink,4,3,Yes,5,Yes,Yes,1,3
1054,59,1,1,1,70,24,M,Blue,2,3.3,No,5,Yes,Yes,10,6
1055,18,1,7,1,96,11,L,Cyan,1,4.9,No,1,Yes,Yes,48,4
1056,70,1,15,3,27,3,M,Orange,2,3.3,No,3,Yes,Yes,24,6
1057,20,1,2,1,64,38,L,Black,1,2.9,No,5,Yes,Yes,42,1
1058,65,1,15,3,23,49,S,Maroon,2,4.4,No,5,Yes,Yes,20,3
1059,29,1,19,4,33,36,L,Violet,3,3.1,No,3,Yes,Yes,49,5
1060,22,1,15,3,34,18,M,Beige,1,2.5,No,4,Yes,Yes,25,6
1061,27,1,2,1,35,45,S,Gray,3,2.6,No,3,Yes,Yes,21,6
1062,36,1,8,3,62,38,M,Gray,3,4.4,No,2,Yes,Yes,12,1
1063,59,1,24,2,75,32,M,Brown,4,2.6,No,3,Yes,Yes,21,6
1064,62,1,16,1,29,16,S,Indigo,3,3.3,No,2,Yes,Yes,35,2
1065,34,1,20,4,28,6,M,Violet,2,3.5,No,1,Yes,Yes,42,3
1066,59,1,18,1,20,16,XL,Blue,2,4.1,No,6,Yes,Yes,3,4
1067,49,1,8,3,96,17,M,Red,1,4,No,6,Yes,Yes,11,4
1068,18,1,11,1,43,39,S,Peach,3,2.7,No,5,Yes,Yes,22,4
1069,55,1,6,1,94,6,M,Olive,4,2.5,No,4,Yes,Yes,47,3
1070,38,1,12,1,81,34,XL,White,4,4.3,No,3,Yes,Yes,33,1
1071,50,1,17,4,75,18,M,Magenta,3,3.3,No,2,Yes,Yes,50,6
1072,61,1,20,4,81,39,M,Beige,3,2.6,No,1,Yes,Yes,46,3
1073,48,1,7,1,92,38,L,Gold,4,3.5,No,1,Yes,Yes,34,6
1074,22,1,19,4,96,19,XL,Purple,2,4,No,6,Yes,Yes,33,3
1075,48,1,17,4,71,31,S,White,4,2.6,No,4,Yes,Yes,45,5
1076,57,1,13,4,50,10,L,Indigo,3,4.9,No,3,Yes,Yes,32,6
1077,33,1,8,3,72,26,L,Charcoal,2,2.9,No,4,Yes,Yes,47,1
1078,58,1,15,3,28,9,M,Pink,1,3.7,No,4,Yes,Yes,5,4
1079,37,1,2,1,59,29,M,Silver,4,4.4,No,1,Yes,Yes,49,3
1080,18,1,8,3,33,20,S,Blue,3,4.4,No,2,Yes,Yes,48,5
1081,65,1,19,4,59,39,L,Blue,4,3.8,No,1,Yes,Yes,22,2
1082,62,1,23,4,30,38,XL,Brown,2,4.5,No,4,Yes,Yes,45,3
1083,54,1,20,4,85,37,XL,Cyan,1,2.6,No,3,Yes,Yes,30,1
1084,35,1,22,4,97,48,L,Teal,3,3.3,No,6,Yes,Yes,43,2
1085,34,1,18,1,36,11,S,Purple,4,4.1,No,3,Yes,Yes,48,2
1086,25,1,17,4,85,41,M,Turquoise,1,3,No,6,Yes,Yes,23,1
1087,53,1,13,4,62,30,M,Olive,1,3,No,2,Yes,Yes,27,4
1088,45,1,3,1,71,9,S,White,1,3.4,No,3,Yes,Yes,7,5
1089,49,1,14,1,21,8,M,Turquoise,1,2.7,No,2,Yes,Yes,2,4
1090,40,1,22,4,61,29,M,Silver,2,3.8,No,3,Yes,Yes,33,4
1091,38,1,19,4,58,40,M,Violet,2,4.2,No,6,Yes,Yes,27,2
1092,44,1,2,1,80,18,L,Lavender,2,4.7,No,6,Yes,Yes,6,3
1093,68,1,17,4,50,46,L,Magenta,2,4.1,No,5,Yes,Yes,20,1
1094,60,1,5,2,48,13,S,Indigo,1,4.2,No,5,Yes,Yes,46,1
1095,25,1,17,4,40,40,M,Black,1,4.8,No,3,Yes,Yes,25,2
1096,19,1,8,3,34,31,S,Peach,3,3,No,2,Yes,Yes,30,5
1097,57,1,8,3,46,14,S,Beige,4,2.6,No,4,Yes,Yes,48,3
1098,58,1,13,4,27,35,M,Black,3,3.2,No,6,Yes,Yes,47,5
1099,49,1,9,4,98,38,S,Turquoise,2,3.6,No,3,Yes,Yes,27,3
1100,19,1,2,1,73,18,M,Peach,4,2.6,No,3,Yes,Yes,45,5
1101,50,1,14,1,28,23,L,Gold,2,4.4,No,1,Yes,Yes,2,3
1102,30,1,25,4,76,13,XL,Silver,4,3,No,2,Yes,Yes,39,2
1103,52,1,2,1,83,22,M,Peach,4,2.9,No,1,Yes,Yes,24,2
1104,35,1,16,1,23,31,S,Charcoal,2,4.3,No,2,Yes,Yes,8,6
1105,35,1,20,4,28,13,M,Beige,4,3.1,No,1,Yes,Yes,8,5
1106,33,1,18,1,83,3,S,Olive,2,3,No,3,Yes,Yes,6,1
1107,52,1,12,1,96,47,L,Violet,1,3.6,No,6,Yes,Yes,12,1
1108,69,1,5,2,62,22,M,Peach,4,2.8,No,6,Yes,Yes,26,5
1109,27,1,7,1,25,44,M,Teal,4,2.8,No,4,Yes,Yes,50,2
1110,66,1,16,1,97,20,L,Violet,1,4.9,No,3,Yes,Yes,2,1
1111,28,1,16,1,61,22,L,Cyan,4,3,No,4,Yes,Yes,31,2
1112,22,1,10,2,66,15,S,Olive,3,4.1,No,3,Yes,Yes,4,3
1113,69,1,16,1,67,48,XL,Pink,2,4.6,No,2,Yes,Yes,32,4
1114,28,1,13,4,80,34,M,Purple,3,4.8,No,3,Yes,Yes,11,4
1115,55,1,12,1,25,14,L,Violet,4,2.6,No,3,Yes,Yes,47,5
1116,30,1,20,4,58,15,S,Peach,4,4,No,5,Yes,Yes,37,2
1117,67,1,22,4,96,12,M,Charcoal,1,4.2,No,1,Yes,Yes,39,4
1118,25,1,13,4,77,19,L,Lavender,2,4.5,No,6,Yes,Yes,24,3
1119,49,1,23,4,65,28,M,Purple,3,4.9,No,4,Yes,Yes,11,4
1120,34,1,17,4,36,8,M,Indigo,2,3.1,No,4,Yes,Yes,36,3
1121,22,1,5,2,84,39,M,Magenta,1,4,No,3,Yes,Yes,40,6
1122,63,1,18,1,58,21,XL,Peach,4,3.2,No,1,Yes,Yes,25,2
1123,70,1,9,4,62,18,S,Charcoal,2,4.3,No,5,Yes,Yes,12,3
1124,36,1,20,4,67,3,S,Purple,4,2.5,No,6,Yes,Yes,38,2
1125,42,1,2,1,20,45,M,Orange,2,4.9,No,1,Yes,Yes,40,2
1126,27,1,4,2,90,26,M,Lavender,3,2.7,No,5,Yes,Yes,10,5
1127,23,1,19,4,58,45,L,Beige,1,3.4,No,4,Yes,Yes,47,1
1128,50,1,6,1,53,13,XL,Maroon,2,4.8,No,6,Yes,Yes,22,6
1129,56,1,25,4,30,15,L,Charcoal,1,4.7,No,3,Yes,Yes,35,6
1130,37,1,16,1,65,14,XL,White,1,4.7,No,1,Yes,Yes,46,1
1131,67,1,17,4,41,1,M,Lavender,3,3.9,No,4,Yes,Yes,30,4
1132,67,1,6,1,73,27,M,Black,2,3.7,No,1,Yes,Yes,20,5
1133,50,1,16,1,98,18,S,Teal,2,4.3,No,6,Yes,Yes,25,2
1134,36,1,10,2,36,40,XL,Magenta,1,4.1,No,5,Yes,Yes,29,2
1135,62,1,18,1,81,49,M,Brown,3,4.6,No,1,Yes,Yes,2,1
1136,65,1,12,1,90,3,L,Peach,1,3.6,No,5,Yes,Yes,32,5
1137,23,1,9,4,83,27,S,Cyan,3,4.8,No,2,Yes,Yes,37,2
1138,46,1,6,1,91,36,XL,Pink,1,2.8,No,5,Yes,Yes,16,5
1139,18,1,14,1,36,45,M,Purple,3,4.7,No,1,Yes,Yes,32,1
1140,58,1,8,3,53,16,L,Purple,2,3.9,No,4,Yes,Yes,42,6
1141,31,1,3,1,39,34,M,White,1,2.6,No,6,Yes,Yes,6,3
1142,39,1,25,4,33,32,S,Silver,1,4.7,No,3,Yes,Yes,23,4
1143,69,1,18,1,76,32,L,Green,2,3.5,No,6,Yes,Yes,27,1
1144,68,1,24,2,23,23,L,Teal,1,4.4,No,4,Yes,Yes,43,4
1145,41,1,3,1,54,37,S,Indigo,4,4.4,No,5,Yes,Yes,25,5
1146,31,1,5,2,89,23,L,Pink,3,3,No,1,Yes,Yes,30,2
1147,48,1,5,2,38,49,M,Indigo,3,4.2,No,4,Yes,Yes,7,5
1148,59,1,20,4,36,31,XL,Red,1,4.3,No,3,Yes,Yes,17,6
1149,34,1,14,1,66,21,M,Violet,2,2.6,No,6,Yes,Yes,10,4
1150,21,1,17,4,42,43,L,Cyan,2,3.3,No,6,Yes,Yes,40,1
1151,29,1,17,4,36,1,S,Red,1,2.7,No,3,Yes,Yes,50,1
1152,41,1,1,1,86,32,M,Gray,2,4.2,No,1,Yes,Yes,24,3
1153,62,1,9,4,49,40,M,Gold,4,4,No,4,Yes,Yes,8,4
1154,27,1,6,1,41,38,M,Pink,3,4,No,2,Yes,Yes,6,5
1155,49,1,11,1,82,43,L,Cyan,2,2.9,No,5,Yes,Yes,44,3
1156,67,1,18,1,53,31,S,Red,4,2.6,No,1,Yes,Yes,47,4
1157,20,1,10,2,21,12,M,Gold,3,4.8,No,1,Yes,Yes,6,1
1158,37,1,23,4,66,34,M,Charcoal,4,4.4,No,4,Yes,Yes,11,2
1159,69,1,23,4,89,23,L,Orange,3,4,No,5,Yes,Yes,41,5
1160,66,1,9,4,55,14,L,Blue,4,3.6,No,5,Yes,Yes,46,1
1161,37,1,19,4,42,26,S,Blue,3,3.2,No,3,Yes,Yes,9,1
1162,63,1,7,1,52,20,S,Orange,4,3.1,No,5,Yes,Yes,37,4
1163,47,1,4,2,92,18,M,Blue,1,4.2,No,1,Yes,Yes,13,4
1164,26,1,14,1,56,31,L,White,3,3,No,5,Yes,Yes,24,6
1165,68,1,11,1,96,7,M,Green,1,4.2,No,4,Yes,Yes,47,4
1166,51,1,18,1,64,49,M,Silver,1,2.9,No,3,Yes,Yes,21,1
1167,48,1,11,1,48,40,S,Lavender,1,3.7,No,6,Yes,Yes,22,1
1168,60,1,21,1,83,33,XL,Beige,3,3.6,No,2,Yes,Yes,16,4
1169,68,1,19,4,91,17,L,Violet,3,3.6,No,4,Yes,Yes,37,6
1170,25,1,22,4,94,6,S,Gray,4,4.5,No,5,Yes,Yes,3,2
1171,57,1,12,1,62,27,S,Red,2,3.2,No,1,Yes,Yes,33,2
1172,41,1,21,1,55,8,M,Lavender,2,3.9,No,3,Yes,Yes,15,6
1173,59,1,8,3,68,5,L,Peach,2,4.6,No,6,Yes,Yes,42,5
1174,44,1,17,4,76,46,M,Indigo,1,2.5,No,1,Yes,Yes,42,2
1175,42,1,22,4,31,50,M,Black,1,4.3,No,1,Yes,Yes,19,5
1176,35,1,23,4,81,33,M,Beige,2,4.1,No,6,Yes,Yes,26,4
1177,36,1,11,1,83,5,M,Red,1,4.6,No,2,Yes,Yes,39,4
1178,54,1,12,1,21,45,M,Black,2,4.8,No,4,Yes,Yes,24,6
1179,37,1,11,1,22,37,M,Teal,2,4.9,No,1,Yes,Yes,23,6
1180,20,1,18,1,33,28,M,Blue,3,2.8,No,2,Yes,Yes,44,5
1181,23,1,12,1,23,5,S,Beige,2,4.9,No,4,Yes,Yes,34,2
1182,61,1,7,1,96,15,L,Teal,3,3.5,No,2,Yes,Yes,43,5
1183,37,1,17,4,21,36,M,Maroon,2,3.8,No,1,Yes,Yes,45,4
1184,23,1,14,1,39,8,M,Yellow,2,4.5,No,5,Yes,Yes,4,3
1185,63,1,23,4,73,37,S,Indigo,4,3.4,No,1,Yes,Yes,19,3
1186,47,1,3,1,64,2,M,Magenta,2,3.9,No,4,Yes,Yes,29,3
1187,63,1,3,1,68,28,M,Beige,3,4.1,No,5,Yes,Yes,27,3
1188,56,1,20,4,89,45,L,Maroon,4,3,No,1,Yes,Yes,37,3
1189,68,1,1,1,29,17,M,Magenta,3,3.3,No,3,Yes,Yes,11,3
1190,64,1,6,1,97,11,XL,Teal,3,4.9,No,2,Yes,Yes,28,6
1191,62,1,6,1,45,37,M,Orange,1,4.3,No,3,Yes,Yes,31,3
1192,34,1,18,1,70,28,L,Charcoal,1,4.1,No,2,Yes,Yes,50,1
1193,49,1,8,3,56,21,M,Turquoise,3,4,No,5,Yes,Yes,42,1
1194,40,1,15,3,55,30,L,Pink,4,5,No,5,Yes,Yes,18,3
1195,50,1,16,1,46,15,S,Teal,1,3.1,No,5,Yes,Yes,6,3
1196,25,1,19,4,95,22,M,White,1,4,No,5,Yes,Yes,33,1
1197,30,1,23,4,88,26,M,Maroon,1,3.2,No,5,Yes,Yes,13,5
1198,54,1,5,2,92,35,L,Violet,4,3.9,No,4,Yes,Yes,26,4
1199,40,1,21,1,49,33,M,Brown,3,3.9,No,5,Yes,Yes,17,2
1200,49,1,4,2,89,34,M,Indigo,4,4.5,No,2,Yes,Yes,3,6
1201,27,1,8,3,22,40,XL,Black,1,4.4,No,6,Yes,Yes,7,4
1202,27,1,10,2,61,27,XL,Black,3,3.1,No,5,Yes,Yes,46,1
1203,48,1,19,4,29,34,S,Olive,2,2.9,No,4,Yes,Yes,14,1
1204,40,1,5,2,82,47,M,Orange,1,3.7,No,2,Yes,Yes,23,5
1205,67,1,23,4,94,21,M,Pink,2,3.2,No,5,Yes,Yes,20,3
1206,52,1,9,4,99,19,M,Olive,2,3.5,No,4,Yes,Yes,38,5
1207,22,1,9,4,59,17,S,Cyan,4,3,No,2,Yes,Yes,16,1
1208,62,1,24,2,90,48,M,White,3,4.1,No,3,Yes,Yes,48,3
1209,20,1,24,2,100,49,S,Red,1,2.9,No,5,Yes,Yes,8,6
1210,41,1,14,1,62,39,M,Blue,1,3.8,No,3,Yes,Yes,16,5
1211,34,1,13,4,78,10,M,Olive,4,4.1,No,3,Yes,Yes,5,2
1212,23,1,16,1,94,20,M,Green,2,4.6,No,6,Yes,Yes,14,1
1213,32,1,10,2,74,39,M,Yellow,3,2.5,No,2,Yes,Yes,18,3
1214,68,1,9,4,52,1,XL,Black,2,3.7,No,1,Yes,Yes,14,6
1215,30,1,15,3,81,35,M,Blue,4,3.8,No,2,Yes,Yes,5,2
1216,66,1,1,1,20,5,L,Pink,1,2.6,No,5,Yes,Yes,15,3
1217,62,1,14,1,32,41,XL,Lavender,3,3.7,No,2,Yes,Yes,3,1
1218,50,1,24,2,63,44,XL,Cyan,4,2.6,No,2,Yes,Yes,12,2
1219,55,1,24,2,79,39,M,Cyan,2,3.1,No,6,Yes,Yes,43,2
1220,19,1,2,1,23,35,M,Gold,1,2.5,No,3,Yes,Yes,35,3
1221,67,1,25,4,64,1,M,Green,1,4.9,No,1,Yes,Yes,36,5
1222,18,1,21,1,69,45,M,Red,1,4.5,No,4,Yes,Yes,3,2
1223,58,1,3,1,69,28,L,Magenta,4,3.4,No,6,Yes,Yes,27,5
1224,69,1,14,1,24,24,L,Red,1,3.9,No,2,Yes,Yes,21,5
1225,62,1,7,1,50,27,M,Yellow,3,3.7,No,6,Yes,Yes,18,1
1226,28,1,25,4,97,18,S,Turquoise,4,2.6,No,2,Yes,Yes,16,6
1227,53,1,4,2,91,32,S,Cyan,4,3.4,No,6,Yes,Yes,18,1
1228,27,1,1,1,37,27,L,Yellow,2,4.9,No,6,Yes,Yes,19,5
1229,55,1,15,3,55,28,S,Yellow,1,3.9,No,1,Yes,Yes,1,2
1230,34,1,17,4,52,24,XL,Maroon,1,3.6,No,1,Yes,Yes,39,5
1231,25,1,20,4,80,27,L,Brown,2,4.6,No,4,Yes,Yes,49,1
1232,66,1,21,1,79,39,M,Gold,2,4,No,5,Yes,Yes,43,3
1233,57,1,9,4,23,15,M,Charcoal,3,3.6,No,2,Yes,Yes,31,6
1234,46,1,14,1,73,41,L,Beige,1,3.5,No,3,Yes,Yes,40,1
1235,38,1,25,4,99,33,M,Indigo,4,4.1,No,6,Yes,Yes,2,5
1236,23,1,2,1,22,38,M,Red,2,3,No,6,Yes,Yes,46,4
1237,42,1,20,4,68,36,M,White,3,4.4,No,6,Yes,Yes,35,6
1238,25,1,11,1,92,50,S,Charcoal,2,4.4,No,5,Yes,Yes,42,3
1239,55,1,14,1,77,6,M,Violet,1,3.7,No,1,Yes,Yes,3,1
1240,62,1,8,3,37,33,XL,Magenta,2,4.8,No,4,Yes,Yes,32,6
1241,41,1,19,4,79,33,L,White,1,2.9,No,6,Yes,Yes,48,6
1242,58,1,16,1,51,12,XL,Pink,1,3.1,No,1,Yes,Yes,34,3
1243,56,1,21,1,27,23,M,Lavender,3,4,No,3,Yes,Yes,15,5
1244,25,1,1,1,23,14,S,Pink,2,3,No,6,Yes,Yes,22,6
1245,70,1,21,1,76,28,S,Silver,3,3.9,No,5,Yes,Yes,2,2
1246,42,1,11,1,31,15,M,Violet,4,3.4,No,4,Yes,Yes,30,5
1247,27,1,16,1,60,8,M,Charcoal,1,2.7,No,4,Yes,Yes,27,2
1248,65,1,18,1,99,42,M,Charcoal,2,3.5,No,1,Yes,Yes,18,1
1249,62,1,20,4,37,49,XL,Red,1,3,No,2,Yes,Yes,8,3
1250,62,1,24,2,50,5,M,Peach,1,4.5,No,1,Yes,Yes,48,1
1251,52,1,3,1,26,14,XL,Purple,1,4.1,No,2,Yes,Yes,24,2
1252,56,1,7,1,86,28,XL,Orange,2,5,No,3,Yes,Yes,43,3
1253,28,1,4,2,41,3,L,Magenta,4,4,No,4,Yes,Yes,8,2
1254,39,1,4,2,23,7,XL,Red,1,4.9,No,1,Yes,Yes,49,4
1255,54,1,5,2,56,19,XL,Black,2,3.3,No,5,Yes,Yes,2,3
1256,30,1,20,4,68,28,M,Peach,4,4.1,No,4,Yes,Yes,38,2
1257,45,1,8,3,48,9,S,Olive,1,3.6,No,1,Yes,Yes,4,2
1258,68,1,11,1,67,47,L,Gold,2,3,No,2,Yes,Yes,31,2
1259,47,1,24,2,87,32,XL,Gold,2,4.1,No,5,Yes,Yes,34,6
1260,68,1,12,1,64,47,M,Turquoise,4,3.9,No,4,Yes,Yes,45,3
1261,63,1,6,1,93,42,XL,Green,2,4.1,No,6,Yes,Yes,30,6
1262,20,1,6,1,29,40,L,Maroon,3,2.8,No,3,Yes,Yes,2,3
1263,29,1,24,2,62,31,L,Brown,1,4.8,No,6,Yes,Yes,44,1
1264,41,1,16,1,70,13,L,Brown,1,4.6,No,5,Yes,Yes,1,3
1265,52,1,2,1,92,35,S,Blue,1,2.5,No,3,Yes,Yes,1,1
1266,32,1,6,1,79,8,M,Lavender,2,2.7,No,3,Yes,Yes,27,5
1267,20,1,1,1,31,26,M,Peach,4,4,No,4,Yes,Yes,14,6
1268,47,1,18,1,83,5,S,Gray,2,2.7,No,4,Yes,Yes,41,2
1269,23,1,15,3,88,38,XL,Charcoal,1,2.9,No,3,Yes,Yes,25,6
1270,43,1,17,4,53,35,M,Lavender,2,3,No,4,Yes,Yes,47,4
1271,67,1,16,1,98,9,M,Green,4,3.3,No,4,Yes,Yes,20,2
1272,70,1,17,4,57,1,S,Gray,2,4.3,No,6,Yes,Yes,42,4
1273,35,1,4,2,80,49,M,Orange,1,4.4,No,1,Yes,Yes,16,5
1274,41,1,3,1,29,17,L,Silver,2,4.1,No,3,Yes,Yes,32,3
1275,54,1,20,4,73,10,M,Olive,2,3.1,No,5,Yes,Yes,37,4
1276,55,1,2,1,32,11,S,Turquoise,4,4.5,No,4,Yes,Yes,1,4
1277,51,1,24,2,68,6,L,Turquoise,2,4.8,No,3,Yes,Yes,37,5
1278,19,1,1,1,97,4,L,Green,2,5,No,1,Yes,Yes,5,1
1279,28,1,7,1,98,41,M,Violet,4,2.8,No,3,Yes,Yes,31,1
1280,63,1,16,1,56,34,L,Charcoal,4,3.7,No,1,Yes,Yes,18,6
1281,30,1,14,1,78,43,L,White,1,4.4,No,5,Yes,Yes,39,1
1282,29,1,23,4,81,33,M,Olive,2,4.5,No,6,Yes,Yes,8,1
1283,24,1,6,1,68,14,L,Violet,1,3,No,2,Yes,Yes,20,1
1284,69,1,6,1,94,5,M,Violet,1,3.9,No,5,Yes,Yes,23,6
1285,65,1,11,1,93,11,M,Black,2,3.9,No,1,Yes,Yes,38,4
1286,64,1,25,4,99,18,M,Charcoal,4,3.5,No,3,Yes,Yes,45,5
1287,40,1,25,4,49,9,L,Yellow,1,4.9,No,3,Yes,Yes,44,6
1288,24,1,3,1,28,41,XL,Blue,1,3.4,No,4,Yes,Yes,20,4
1289,66,1,23,4,93,46,XL,Charcoal,1,4.1,No,4,Yes,Yes,34,4
1290,35,1,15,3,24,14,M,Red,4,2.9,No,3,Yes,Yes,10,4
1291,67,1,12,1,35,34,M,Indigo,2,3.4,No,2,Yes,Yes,3,4
1292,69,1,4,2,68,46,S,Beige,2,3.2,No,5,Yes,Yes,23,6
1293,26,1,23,4,61,1,M,Maroon,3,3.9,No,2,Yes,Yes,42,5
1294,23,1,2,1,74,21,XL,Yellow,4,4.1,No,4,Yes,Yes,30,6
1295,27,1,6,1,64,22,M,Silver,3,4.5,No,4,Yes,Yes,21,2
1296,30,1,5,2,60,36,M,Olive,4,2.8,No,4,Yes,Yes,50,4
